root_id	supervoxel_id	side	soma_division	class	type	lineage	group	manc_group	cell_id
648518346480281046	73256337396011816	L	brain	descending	DNit008		73537812439579651	14594	10335
648518346487709098	73185968785851717	L	brain	descending	DNd02		73185968785851717	10194	10227
648518346477596567	73467443829582880	R	brain	descending	DNd02		73185968785851717	10194	10832
648518346494041735	73608181183966175	R	brain	descending	DNfl032		73185968718729719	21235	11192
648518346511779775	73185968718729719	L	brain	descending	DNfl032		73185968718729719	21235	10135
648518346511555952	73608181183960802	R	brain	descending	DNfl038		73185968718617326	17522	11165
648518346479292561	73185968718617326	L	brain	descending	DNfl038		73185968718617326	17522	10228
648518346498291761	73537812439584250	R	brain	descending	DNp56		73185968718538084	22394	11133
648518346494687114	73185968718538084	L	brain	descending	DNp56		73185968718538084	22394	10219
648518346496789656	73537812506614571	R	brain	descending	DNfl025		73185968718702446	27095	11122
648518346493989627	73185968718702446	L	brain	descending	DNfl025		73185968718702446	27095	10170
648518346486434253	73537812439710923	R	brain	descending	DNfl026		73185968718574996	27014	11159
648518346486414513	73185968718574996	L	brain	descending	DNfl026		73185968718574996	27014	10189
648518346499774019	73467443426702730	R	brain	descending	DNfl035		73467443426702730	19511	10819
648518346481256847	73326705938539196	L	brain	descending	DNfl035		73467443426702730	19511	10543
648518346501642569	73608181250686556	R	brain	descending	DNfl041		73185968718803933	16817	11217
648518346517833576	73185968718803933	L	brain	descending	DNfl041		73185968718803933	16817	10110
648518346511003701	73537812506568120	R	brain	descending	DNg47		73185968718711537	24316	11064
648518346497017752	73185968718711537	L	brain	descending	DNg47		73185968718711537	24316	10218
648518346485794244	73256337462815533	L	brain	descending	DNxl065		73537812439577328	31377	10293
648518346485911944	73537812439577328	R	brain	descending	DNxl065		73537812439577328	31377	11117
648518346506853790	73537812439706357	R	brain	descending	DNxl131		73256337462808406	10912	11148
648518346500990230	73256337462808406	L	brain	descending	DNxl131		73256337462808406	10912	10271
648518346496233301	73537812372495119	R	brain	descending	DNg63		73537812372495119	18092	10880
648518346481259407	73256337328877096	L	brain	descending	DNg63		73537812372495119	18092	10512
648518346510978946	73608181183946087	R	brain	descending	DNg19		73185968718755645	14695	11182
648518346495986493	73185968718755645	L	brain	descending	DNg19		73185968718755645	14695	10123
648518346499234910	73256337395801932	L	brain	descending	DNb08		73256337395819525	13892	10493
648518346500239285	73256337395819525	L	brain	descending	DNb08		73256337395819525	13892	10427
648518346481751997	73537812372580922	R	brain	descending	DNb08		73256337395819525	13892	10890
648518346500560819	73537812372588051	R	brain	descending	DNb08		73256337395819525	13892	10913
648518346479324635	73326706005825313	L	brain	descending	DNfl012		73467443628045108	23404	10553
648518346511819455	73326706005916066	L	brain	descending	DNfl012		73467443628045108	23404	10528
648518346488401336	73467443628045108	R	brain	descending	DNfl012		73467443628045108	23404	10865
648518346490522621	73326706072841352	L	brain	descending	DNg60		73326706072841352	27993	10593
648518346480280278	73537812372497514	R	brain	descending	DNg60		73326706072841352	27993	10872
648518346487278739	73467443426858440	R	brain	descending	DNxn073		73467443426858440	31885	10792
648518346490875000	73326706072891324	L	brain	descending	DNxn073		73467443426858440	31885	10578
648518346478550868	73467443493978535	R	brain	descending	DNxn153		73467443493978535	19189	10846
648518346524002309	73326706139693379	L	brain	descending	DNxn153		73467443493978535	19189	10520
648518346493797774	73467443427043475	R	brain	descending	DNxn143		73467443427043475	26713	10839
648518346499241822	73326706072745743	L	brain	descending	DNxn143		73467443427043475	26713	10550
648518346493684593	73467443628343441	R	brain	descending	DNg111		73467443628343441	15895	10863
648518346487846992	73256337395704667	L	brain	descending	DNg111		73467443628343441	15895	10454
648518346499274075	73608180982594822	R	brain	descending	DNg88		73608180982594822	12743	11314
648518346485793988	73115599840216019	L	brain	descending	DNg88		73608180982594822	12743	10059
648518346501766250	73256337261672809	L	brain	descending	DNxl097		73256337261672809	15143	10332
648518346509394819	73537812171212639	R	brain	descending	DNxl097		73256337261672809	15143	11087
648518346490241884	73326706005815962	L	brain	descending	DNg96		73326706005815962	10855	10587
648518346479175612	73467443426890583	R	brain	descending	DNg96		73326706005815962	10855	10787
648518346509679817	73115599907139061	L	brain	descending	DNg35		73115599907139061	10465	10040
648518346464845685	73608180982591841	R	brain	descending	DNg35		73115599907139061	10465	11280
648518346515680330	73537812171207699	R	brain	descending	DNxl111		73537812171207699	12735	11130
648518346487318931	73185968517402058	L	brain	descending	DNxl111		73537812171207699	12735	10212
648518346475392384	73185968584505663	L	brain	descending	DNxl122		73185968584505663	11541	10082
648518346489297260	73608181049468183	R	brain	descending	DNxl122		73185968584505663	11541	11311
648518346500250805	73115599840124622	L	brain	descending	DNxl124		73115599840124622	11440	10067
648518346459651076	73608180982415469	R	brain	descending	DNxl124		73115599840124622	11440	11246
648518346481256591	73326706072841319	L	brain	descending	DNa13		73467443561053633	11145	10576
648518346507242105	73467443561053633	R	brain	descending	DNa13		73467443561053633	11145	10858
648518346494759562	73326706072903566	L	brain	descending	DNa13		73467443561053633	10967	10557
648518346511102773	73537812305424805	R	brain	descending	DNa13		73467443561053633	10967	10877
648518346501002381	73467443427107054	R	brain	descending	DNxl092		73326706072804120	16541	10850
648518346476472438	73326706072804120	L	brain	descending	DNxl092		73326706072804120	16541	10566
648518346488820970	73467443494130882	R	brain	descending	DNa01		73326706072901182	10751	10854
648518346475464576	73326706072901182	L	brain	descending	DNa01		73326706072901182	10751	10538
648518346484447235	73467443628281144	R	brain	descending	DNp39		73326706139858470	20252	10774
648518346476808720	73326706139858470	L	brain	descending	DNp39		73326706139858470	20252	10585
648518346475620480	73467443695395661	R	brain	descending	DNp37		73467443695395661	0	10833
648518346477182224	73256337462868946	L	brain	descending	DNp37		73467443695395661	0	10414
648518346492933916	73467443695351818	R	brain	descending	DNp09		73256337462908343	12926	10811
648518346478473844	73256337462908343	L	brain	descending	DNp09		73256337462908343	12926	10282
648518346494562805	73537812439654006	R	brain	descending	DNxn157		73256337462613195	16822	11118
648518346486695373	73256337462613195	L	brain	descending	DNxn157		73256337462613195	16822	10277
648518346466918382	73608181116706799	R	brain	descending	DNg39		73185968651714688	13168	11206
648518346475217249	73185968651714688	L	brain	descending	DNg39		73185968651714688	13168	10100
648518346472921956	73608181183765805	R	brain	descending	DNa11		73185968651711096	17155	11204
648518346487385258	73185968651711096	L	brain	descending	DNa11		73185968651711096	17155	10114
648518346475400628	73326706139901563	L	brain	descending	MDN		73326706139840140	13438	10558
648518346481250703	73467443427254162	R	brain	descending	MDN		73326706139840140	13438	10777
648518346474413506	73326706139840140	L	brain	descending	MDN		73326706139840140	13438	10568
648518346501195096	73467443494121411	R	brain	descending	MDN		73326706139840140	13438	10779
648518346499234142	73537812372580929	R	brain	descending	DNxl022		73537812372580929	12939	10878
648518346486159017	73256337328657364	L	brain	descending	DNxl022		73537812372580929	12939	10319
648518346484445699	73467443427137135	R	brain	descending	DNxl021		73467443427137135	16859	10840
648518346494929059	73326706072966952	L	brain	descending	DNxl021		73467443427137135	16859	10577
648518346490242652	73467443427288395	R	brain	descending	DNxl056		73256337328846163	16911	10849
648518346494279144	73256337328846163	L	brain	descending	DNxl056		73256337328846163	16911	10519
648518346494006263	73608180982361671	R	brain	descending	DNml001		73608180982361671	16605	11285
648518346523998981	73185968651625148	L	brain	descending	DNml001		73608180982361671	16605	10090
648518346484549277	73608181116570055	R	brain	descending	DNxl014		73185968651678180	10535	11215
648518346487485931	73185968651678180	L	brain	descending	DNxl014		73185968651678180	10535	10092
648518346495269199	73608181183854818	R	brain	descending	DNg38		73608181183854818	12332	11200
648518346518601695	73185968718677067	L	brain	descending	DNg38		73608181183854818	12332	10115
648518346511100981	73608181183896646	R	brain	descending	DNg72		0	26464	11265
648518346499433191	73185968718619560	L	brain	descending	DNg72		73608181183940073	25630	10108
648518346491960620	73608181183940073	R	brain	descending	DNg72		73608181183940073	25630	11241
648518346487278762	73608181116650668	R	brain	descending	DNxl073		73608181116650668	22430	11249
648518346503852384	73185968651612853	L	brain	descending	DNxl073		73608181116650668	22430	10085
648518346495184463	73608181116785543	R	brain	descending	DNxl072		73608181116785543	24959	11227
648518346493685617	73115599907360680	L	brain	descending	DNxl072		73608181116785543	24959	10065
648518346504326380	73537812506586284	R	brain	descending	DNxl087		73537812506586284	17291	10963
648518346491547921	73185968718750857	L	brain	descending	DNxl087		73537812506586284	17291	10220
648518346486437581	73608181183824585	R	brain	descending	DNg37		73608181183824585	12843	11186
648518346479771877	73185968718574969	L	brain	descending	DNg37		73608181183824585	12843	10113
648518346482983102	73608181183859390	R	brain	descending	DNg90		73608181183859390	13734	11191
648518346507377529	73185968651699954	L	brain	descending	DNg90		73608181183859390	13734	10077
648518346481607101	73608181183909682	R	brain	descending	DNxl133		73608181183909682	10648	11179
648518346514417630	73185968718436166	L	brain	descending	DNxl133		73608181183909682	10648	10098
648518346493247516	73537812506818915	R	brain	descending	DNg15		73537812506818915	10101	10960
648518346478483028	73256337530148310	L	brain	descending	DNg15		73537812506818915	10101	10260
648518346481293455	73608181183909692	R	brain	descending	DNb05		73185968718664952	10307	11214
648518346481789343	73185968718664952	L	brain	descending	DNb05		73185968718664952	10307	10094
648518346486480636	73608181183760297	R	brain	descending	DNb06		73185968651553852	11276	11213
648518346472251186	73185968651553852	L	brain	descending	DNb06		73185968651553852	11276	10095
648518346489917211	73608181116717141	R	brain	descending	DNxl075		73185968651731078	21124	11193
648518346531192602	73185968651731078	L	brain	descending	DNxl075		73185968651731078	21124	10141
648518346484049959	73608181116866130	R	brain	descending	DNxl075		73185968651731078	21124	11190
648518346478552916	73185968651689984	L	brain	descending	DNxl075		73185968651731078	21124	10126
648518346489263705	73537812439557771	R	brain	descending	DNxl082		73185968718549300	20029	11136
648518346509044090	73185968718549300	L	brain	descending	DNxl082		73185968718549300	20029	10206
648518346496976941	73608181183786669	R	brain	descending	DNxl113		73185968651532267	12640	11202
648518346515586378	73185968651532267	L	brain	descending	DNxl113		73185968651532267	12640	10087
648518346495635856	73185968651651964	L	brain	descending	DNxl085		73608181183778529	18252	10101
648518346490293002	73608181183778529	R	brain	descending	DNxl085		73608181183778529	18252	11194
648518346493854265	73608181049652350	R	brain	descending	DNg75		73115599907383116	11264	11315
648518346491468218	73115599907383116	L	brain	descending	DNg75		73115599907383116	11264	10012
648518346491338182	73608180915126897	R	brain	descending	DNg16		0	10138	11259
648518346494660274	73537812506438132	R	brain	descending	DNxl127		73185968718607709	11102	11161
648518346514244039	73185968718607709	L	brain	descending	DNxl127		73185968718607709	11102	10161
648518346507708537	73678549927838198	R	brain	descending	DNxl129		73115599907471834	11019	11330
648518346480180539	73115599907471834	L	brain	descending	DNxl129		73115599907471834	11019	10026
648518346495160202	73608181049718362	R	brain	descending	DNg100		73115599907537415	10093	11310
648518346459693060	73115599907537415	L	brain	descending	DNg100		73115599907537415	10093	10018
648518346474363330	73678549927792879	R	brain	descending	DNg74		73115599907481731	10103	11327
648518346478690132	73115599907481731	L	brain	descending	DNg74		73115599907481731	10103	10041
648518346492503167	73678549860925136	R	brain	descending	DNxl049		73115599974407945	10279	11319
648518346476980936	73115599974407945	L	brain	descending	DNxl049		73115599974407945	10279	10017
648518346493762929	73537812439667613	R	brain	descending	DNd05		73256337462853543	12898	10946
648518346483594927	73256337462853543	L	brain	descending	DNd05		73256337462853543	12898	10262
648518346491437374	73537812439649407	R	brain	descending	DNxl095		73256337395907910	15650	11158
648518346515458042	73256337395907910	L	brain	descending	DNxl095		73256337395907910	15650	10315
648518346480829274	73608180982469043	R	brain	descending	DNxl081		73115599840322788	20082	11294
648518346483496623	73115599840322788	L	brain	descending	DNxl081		73115599840322788	20082	10034
648518346506426914	73678549860564381	R	brain	descending	DNg97		73115599974473266	10656	11324
648518346504806022	73115599974473266	L	brain	descending	DNg97		73115599974473266	10656	10036
648518346499578693	73678549793667706	R	brain	descending	DNg109		73115599907427780	14947	11338
648518346502333510	73115599907427780	L	brain	descending	DNg109		73115599907427780	14947	10001
648518346491241080	73537812439627517	R	brain	descending	DNxl098		73185968718596868	14910	11053
648518346496366421	73185968718596868	L	brain	descending	DNxl098		73185968718596868	14910	10176
648518346515103047	73185968718662405	L	brain	descending	DNg107		73185968718662405	24125	10208
648518346495991820	73467443628529073	R	brain	descending	DNg107		73185968718662405	24125	10816
648518346500559795	73608181250588760	R	brain	descending	DNxl100		73608181250588760	13776	11240
648518346519021791	73185968718793156	L	brain	descending	DNxl100		73608181250588760	13776	10093
648518346496730084	73537812506555080	R	brain	descending	DNg44		73537812506555080	13834	11146
648518346479273426	73185968718790856	L	brain	descending	DNg44		73537812506555080	13834	10151
648518346487523563	73608181183969878	R	brain	descending	DNg64		73608181183969878	17806	11207
648518346480200507	73185968718774286	L	brain	descending	DNg64		73608181183969878	17806	10102
648518346494275304	73537812506438065	R	brain	descending	DNxl078		73537812506438065	20825	11128
648518346491530664	73185968718677025	L	brain	descending	DNxl078		73537812506438065	20825	10150
648518346493893623	73608181250693876	R	brain	descending	DNxl104		73608181250693876	13161	11187
648518346476800272	73185968718748448	L	brain	descending	DNxl104		73608181250693876	13161	10111
648518346497743463	73185968718674546	L	brain	descending	DNg13		73185968718674546	10909	10159
648518346518219094	73537812439665293	R	brain	descending	DNg13		73185968718674546	10909	11350
648518346492544187	73185968718676982	L	brain	descending	DNg31		73185968718676982	11257	10222
648518346509889850	73537812439742273	R	brain	descending	DNg31		73185968718676982	11257	11348
648518346514079966	73537812439742163	R	brain	descending	DNxl998		0	0	11093
648518346502749427	73537812439667592	R	brain	descending	DNg65		73537812439667592	20600	10902
648518346494022155	73185968718720470	L	brain	descending	DNg65		73537812439667592	20600	10209
648518346477411086	73185968718779104	L	brain	descending	DNxl091		73185968718779104	16683	10127
648518346499234398	73608181183919121	R	brain	descending	DNxl091		73185968718779104	16683	11167
648518346484522573	73608181183963363	R	brain	descending	DNxl116		73185968785846762	12172	11172
648518346487768555	73185968785846762	L	brain	descending	DNxl116		73185968785846762	12172	10171
648518346488494520	73608181250699895	R	brain	descending	DNxl086		73185968718757843	17474	11196
648518346490767789	73185968718757843	L	brain	descending	DNxl086		73185968718757843	17474	10156
648518346494224616	73185968718764899	L	brain	descending	DNfl018		73185968718764899	31531	10146
648518346486077320	73608181184064920	R	brain	descending	DNfl018		73185968718764899	31531	11185
648518346482693094	73537812439683987	R	brain	descending	DNxl090		73185968718667353	16803	11088
648518346486044356	73185968718667353	L	brain	descending	DNxl090		73185968718667353	16803	10199
648518346493062208	73537812439715807	R	brain	descending	DNxl117		73185968718676998	11975	11129
648518346496838296	73185968718676998	L	brain	descending	DNxl117		73185968718676998	11975	10139
648518346496199543	73608180915188092	R	brain	descending	DNg69		73185968584394041	13268	11230
648518346479825046	73185968584394041	L	brain	descending	DNg69		73185968584394041	13268	10091
648518346480747488	73537812171239772	R	brain	descending	DNxl108		73185968517198033	12915	11152
648518346474348738	73185968517198033	L	brain	descending	DNxl108		73185968517198033	12915	10210
648518346466654318	73608181183875119	R	brain	descending	DNg95		73608181183875119	15074	11176
648518346486490337	73115599840252425	L	brain	descending	DNg95		73608181183875119	15074	10066
648518346494061088	73185968651649621	L	brain	descending	DNfl995		0	0	10096
648518346515876346	73115599974506518	L	brain	descending	DNxn977		0	0	10064
648518346484525607	73185968584412099	L	brain	descending	DNxl126		73185968584412099	11254	11345
648518346497815030	73608181116772925	R	brain	descending	DNxl126		73185968584412099	11254	11232
648518346479639488	73608181183956211	R	brain	descending	DNd03		73608181183956211	10410	11274
648518346475212088	73115599907346763	L	brain	descending	DNd03		73608181183956211	10410	10033
648518346489703769	73115599974373048	L	brain	descending	DNg105		73115599974373048	10086	10039
648518346494011761	73678549927854523	R	brain	descending	DNg105		73115599974373048	10086	11322
648518346503742369	73115599974415044	L	brain	descending	DNxl134		73115599974415044	10291	10029
648518346484402691	73608181183778509	R	brain	descending	DNxl134		73115599974415044	10291	11313
648518346499877587	73115599974379051	L	brain	descending	DNg93		73115599974379051	10399	10027
648518346484466691	73608181116785725	R	brain	descending	DNg93		73115599974379051	10399	11312
648518346520017233	73115599907443241	L	brain	descending	DNg108		73115599907443241	10058	10015
648518346493881079	73608181116796423	R	brain	descending	DNg108		73115599907443241	10058	11305
648518346514032921	73115599907475836	L	brain	descending	DNg74		73115599907475836	10466	10011
648518346494080626	73608181116711916	R	brain	descending	DNg74		73115599907475836	10466	11292
648518346496855192	73185968718599701	L	brain	descending	DNxl130		73678549927758778	10941	10079
648518346474535874	73678549927758778	R	brain	descending	DNxl130		73678549927758778	10941	11329
648518346494091771	73115599974436596	L	brain	descending	DNxl080		73678549927863104	10097	10061
648518346489293509	73678549927863104	R	brain	descending	DNxl080		73678549927863104	10097	11321
648518346479748581	73608181116642386	R	brain	descending	DNg14		73115599907436498	11824	11309
648518346475217505	73115599907436498	L	brain	descending	DNg14		73115599907436498	11824	10005
648518346500247356	73678549927760049	R	brain	descending	DNg50		73115599907471803	14042	11334
648518346492991152	73115599907471803	L	brain	descending	DNg50		73115599907471803	14042	10000
648518346483510959	73608181183891078	R	brain	descending	DNxl119		73115599907365880	11856	11302
648518346459681796	73115599907365880	L	brain	descending	DNxl119		73115599907365880	11856	10038
648518346484096807	73608181183733561	R	brain	descending	DNxl099		73115599907401254	14836	11283
648518346480214075	73115599907401254	L	brain	descending	DNxl099		73115599907401254	14836	10025
648518346489369964	73608181183946126	R	brain	descending	DNut062		73115599974236678	25688	11306
648518346489919515	73115599974236678	L	brain	descending	DNut062		73115599974236678	25688	10010
648518346489888283	73678549927826924	R	brain	descending	DNxn147		73115599974445613	20535	11335
648518346485765060	73115599974445613	L	brain	descending	DNxn147		73115599974445613	20535	10044
648518346492679342	73678549793714525	R	brain	descending	DNfl994		0	0	11336
648518346521466617	73608181183872236	R	brain	descending	DNxl079		73185968718434553	20678	11168
648518346489632460	73185968718434553	L	brain	descending	DNxl079		73185968718434553	20678	10179
648518346499635596	73678549927686382	R	brain	descending	DNfl998		73115599974453205	0	11325
648518346484042791	73115599974453205	L	brain	descending	DNfl998		73115599974453205	0	10013
648518346490080092	73608180982215665	R	brain	descending	DNfl017		73185968584405202	32504	11278
648518346493900601	73185968584405202	L	brain	descending	DNfl017		73185968584405202	32504	10081
648518346498878785	73608181183850109	R	brain	descending	DNfl042		73185968718434117	16393	11267
648518346489960401	73185968718434117	L	brain	descending	DNfl042		73185968718434117	16393	10088
648518346485981026	73608181183937834	R	brain	descending	DNg61		73115599974234694	25018	11290
648518346493673870	73115599974234694	L	brain	descending	DNg61		73115599974234694	25018	10071
648518346511533424	73608181250711508	R	brain	descending	DNg54		73185968718734333	18614	11174
648518346494504936	73185968718734333	L	brain	descending	DNg54		73185968718734333	18614	10166
648518346479346642	73608181116599063	R	brain	descending	DNxl103		73608181116599063	13257	11260
648518346514220231	73115599907413069	L	brain	descending	DNxl103		73608181116599063	13257	10032
648518346483131556	73537812439309144	R	brain	descending	DNxl077		73608181116780144	20978	11036
648518346495494818	73185968651544153	L	brain	descending	DNxl077		73608181116780144	20978	10172
648518346499272795	73608181116780144	R	brain	descending	DNxl077		73608181116780144	20978	11177
648518346477810925	73185968651645091	L	brain	descending	DNxl077		73608181116780144	20978	10174
648518346495579723	73608181183673294	R	brain	descending	DNg52		73115599907520635	26926	11251
648518346480086950	73115599907520635	L	brain	descending	DNg52		73115599907520635	26926	10054
648518346517246506	73608181183699138	R	brain	descending	DNg52		73185968651684841	26159	11258
648518346510978178	73185968651684841	L	brain	descending	DNg52		73185968651684841	26159	10075
648518346478714320	73678549793688468	R	brain	descending	DNfl016		73115599974358132	36718	11337
648518346490518013	73115599974358132	L	brain	descending	DNfl016		73115599974358132	36718	10009
648518346493685361	73185968651651937	L	brain	descending	DNfl993		0	0	10074
648518346501133656	73678549793595522	R	brain	descending	DNxl070		73115599907499367	25924	11340
648518346489881883	73115599907499367	L	brain	descending	DNxl070		73115599907499367	25924	10003
648518346494767026	73537812171039844	R	brain	descending	DNad005		73537812171039844	13750	11120
648518346486528205	73185968584605790	L	brain	descending	DNad005		73537812171039844	13750	10083
648518346480091636	73678549793580568	R	brain	descending	DNad004		73185968584438272	13848	11318
648518346486104162	73185968584438272	L	brain	descending	DNad004		73185968584438272	13848	10099
648518346485812420	73115599907307380	L	brain	descending	DNad006		73678549793679336	13365	10014
648518346496566018	73678549793679336	R	brain	descending	DNad006		73678549793679336	13365	11323
648518346499568197	73678549793575092	R	brain	descending	DNxn991		73115599907406100	0	11333
648518346488631793	73115599907406100	L	brain	descending	DNxn991		73115599907406100	0	10002
648518346485806532	73678549726414894	R	brain	descending	DNxn990		73115599907314206	0	11316
648518346492394425	73115599907314206	L	brain	descending	DNxn990		73115599907314206	0	10024
648518346495990845	73678549793590195	R	brain	descending	DNxn976		0	0	11331
648518346515107143	73678549793595534	R	brain	descending	DNxn972		0	0	11339
648518346507275129	73678549793417913	R	brain	descending	DNg26		73115599907302515	16350	11326
648518346493903115	73115599907302515	L	brain	descending	DNg26		73115599907302515	16350	10007
648518346509714214	73678549793558270	R	brain	descending	DNg26		73678549793558270	16760	11332
648518346502749171	73115599907309659	L	brain	descending	DNg26		73678549793558270	16760	10004
648518346491106989	73608180982348376	R	brain	descending	DNc02		73608180982348376	15026	11269
648518346472073627	73115599907330380	L	brain	descending	DNc02		73608180982348376	15026	10016
648518346484524327	73115599840222879	L	brain	descending	DNc01		73115599840222879	13916	10022
648518346490870136	73678549793538653	R	brain	descending	DNc01		73115599840222879	13916	11320
648518346490306487	73608181049544407	R	brain	descending	DNut059		73115599840278988	13496	11181
648518346497028098	73115599840278988	L	brain	descending	DNut059		73115599840278988	13496	10070
648518346513738009	73608181049714360	R	brain	descending	DNut039		73185968651465951	30180	11243
648518346503852640	73185968651465951	L	brain	descending	DNut039		73185968651465951	30180	10078
648518346514233387	73608181049377494	R	brain	descending	DNp33		73185968651494548	12064	11238
648518346512484766	73185968651494548	L	brain	descending	DNp33		73185968651494548	12064	10129
648518346474636738	73608181183933265	R	brain	descending	DNg32		73608181183933265	14638	11308
648518346500502963	73185968718617271	L	brain	descending	DNg32		73608181183933265	14638	10149
648518346479175868	73608181049516861	R	brain	descending	DNa06		73185968584350030	14931	11275
648518346493903392	73185968584350030	L	brain	descending	DNa06		73185968584350030	14931	10157
648518346493619960	73608180982517232	R	brain	descending	DNp15		73185968584486070	10323	11189
648518346477884653	73185968584486070	L	brain	descending	DNp15		73185968584486070	10323	10144
648518346476796688	73608181049575046	R	brain	descending	DNg41		73185968584536582	17794	11286
648518346492392889	73185968584536582	L	brain	descending	DNg41		73185968584536582	17794	10105
648518346492614075	73608180982162606	R	brain	descending	DNa02		73608180982162606	10118	11162
648518346496991490	73185968584372728	L	brain	descending	DNa02		73608180982162606	10118	10178
648518346494375223	73608180915222520	R	brain	descending	DNxn150		73608180915222520	13837	11245
648518346493916171	73115599840236099	L	brain	descending	DNxn150		73608180915222520	13837	10046
648518346484049447	73537812238228320	R	brain	descending	DNa16		73537812238228320	10987	11145
648518346475377844	73185968517354146	L	brain	descending	DNa16		73537812238228320	10987	10221
648518346488644445	73608180982466520	R	brain	descending	DNnt998		0	0	11170
648518346492780974	73397075018336332	R	brain	descending	DNxl088		73397074951380799	17268	10669
648518346514380487	73397074951380799	L	brain	descending	DNxl088		73397074951380799	17268	10638
648518346496525826	73537812305532934	R	brain	descending	DNxn975		0	0	10982
648518346483006950	73185968584398578	L	brain	descending	DNxn974		0	0	10128
648518346490672650	73185968651522987	L	brain	descending	DNnt997		0	0	11342
648518346497189528	73256337462791939	L	brain	descending	DNxl093		0	16420	11341
648518346510048550	73326706207108833	L	brain	descending	DNxn973		0	0	11349
648518346498347930	73467443628486466	L	T1	ascending	AN08B099	08B	648518346459401220	15346	12108
648518346459409412	73467443762522660	L	T3	ascending	AN10B035	10B	648518346459409412	21451	13508
648518346459513860	73256337395753456	R		ascending	IN07B032	07B	648518346459513860	15609	13467
648518346459716612	73537812372421111	L	A1	ascending	AN07B089	07B	648518346459716612	24154	13295
648518346459834884	73256337530102775	L	T3	ascending	AN17A002	17A	648518346459834884	10851	13101
648518346506914082	73256337395679480	R	T2	ascending	AN07B021	07B	648518346459847940	12541	12938
648518346495186058	73537812439480754	L	T2	ascending	AN07B021	07B	648518346459847940	12541	12828
648518346459848452	73608181116382285	L	T3	ascending	AN06B015	06B	648518346459848452	12152	13520
648518346512076144	73326706341243139	R	T1	ascending	ANXXX999	XXX	648518346459858436	0	12513
648518346459858692	73185968651444868	R	T3	ascending	AN07B050	07B	648518346459858692	18161	13326
648518346498721520	73537812238198745	L	T1	ascending	AN06B057	06B	648518346459860484	19123	12592
648518346459862788	73397075085388894	L	T1	ascending	AN05B997	05B	648518346459862788	0	12535
648518346483940501	73326706341262504	R	A3	ascending	AN09B018	09B	648518346459863044	11758	13771
648518346491279480	73467443695326824	L	T1	ascending	AN08B113	08B	648518346459870468	29186	12056
648518346479585234	73397074951077061	L	T1	ascending	AN08B098	08B	648518346479231695	16900	12133
648518346459871492	73185968718702447	R	T3	ascending	AN12B019	12B	648518346459871492	13372	13457
648518346459874052	73467443762512974	L		ascending	AN10B022	10B	648518346459874052	13741	12453
648518346459888132	73397075085486861	L	T2	ascending	ANXXX139	TBD	648518346459888132	12991	12911
648518346464991349	73537812439586518	R	T1	ascending	ANXXX130	TBD	648518346464991349	13025	12245
648518346465013365	73326706139885251	R	T2	ascending	AN08B100	08B	648518346465013365	24006	12729
648518346494709224	73185968449962891	R	T1	ascending	AN27X011	27X	648518346465031029	11013	12499
648518346521778937	73185968584579515	L	T1	ascending	AN16B116	16B	648518346465116789	24612	12027
648518346465205621	73256337328703653	R	T3	ascending	AN08B071	08B	648518346465205621	17150	13246
648518346484223773	73467443695371583	L	T1	ascending	AN08B101	08B	648518346484223773	23786	12253
648518346465218421	73397075018081483	L	A2	ascending	ANXXX057	TBD	648518346465218421	11209	13315
648518346465888816	73608181049688476	L	T3	ascending	AN07B072	07B	648518346465888816	24811	13564
648518346465967152	73185968651468786	R	T3	ascending	AN07B072	07B	648518346465888816	22597	13479
648518346465974576	73467443695338560	L	T1	ascending	AN08B996	08B	648518346465974576	0	12023
648518346466005552	73256337530222148	L	T2	ascending	AN17B005	17B	648518346466005552	10795	12870
648518346466011696	73256337529722493	R	A6	ascending	ANXXX148	TBD	648518346466011696	13198	13653
648518346466040880	73397074951324319	R	T1	ascending	AN27X013	27X	648518346466040880	11566	12475
648518346466129712	73397075018374308	R	T1	ascending	AN17A014	17A	648518346466129712	11524	12102
648518346466136112	73326706206922656	R	T2	ascending	AN08B028	08B	648518346466136112	13881	12742
648518346466137392	73185968718829499	L	T3	ascending	AN01B011	01B	648518346466137392	15699	13664
648518346466138416	73537812439496276	L	T1	ascending	AN07B062	07B	648518346466138416	20359	12426
648518346466143536	73256337328638464	R	T1	ascending	AN06A041	06A	648518346466143536	17527	12568
648518346466564462	73397075018432959	L	T3	ascending	AN08B007	08B	648518346466564462	10954	13300
648518346466572398	73326706206990462	R	T1	ascending	AN10B015	10B	648518346466572398	13369	12209
648518346466615918	73326706139939102	R	T3	ascending	AN10B018	10B	648518346466615918	13014	13293
648518346466675310	73537812305640397	L	T3	ascending	AN06B025	06B	648518346466675310	11262	13435
648518346466698606	73397074884268755	L	A2	ascending	ANXXX084	TBD	648518346466698606	11732	13576
648518346466701934	73397074817087079	L	T2	ascending	AN05B097	05B	648518346466701934	12925	12979
648518346466794350	73115599907503469	R	A2	ascending	AN19B051	19B	648518346466794350	17602	13413
648518346466900846	73326706207016086	R	T1	ascending	AN10B019	10B	648518346466900846	12993	12398
648518346483554724	73256337530038728	L	T1	ascending	ANXXX108	TBD	648518346466903662	12490	12265
648518346466999278	73397074951134761	R	T3	ascending	AN05B097	05B	648518346466701934	10959	13531
