class	bodyid	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	serial	predicted_nt	predicted_nt_prob	FANC_supervoxel_id	FANC_match	confidence_fanc_match_1_5
AN	102592	16870	R	AN07B043	AN07B043			T3	xn	07B		acetylcholine	0.9250414915	73256337395700073	648518346486908668	5
AN	16870	16870	L	AN07B043	AN07B043			T3	xn	07B		acetylcholine	0.9384227117	73537812439488762	648518346503213691	5
AN	16824	14004	L	AN07B045	AN07B045			T2	xn	07B		acetylcholine	0.8974362026	73537812439493718	648518346489676652	5
AN	19270	14926	L	AN07B045	AN07B045			T2	xn	07B		acetylcholine	0.9158654027	73537812439511510	648518346500524092	5
AN	14004	14004	R	AN07B045	AN07B045			T2	xn	07B		acetylcholine	0.9084548632	73256337395748840	648518346515844426	5
AN	14926	14926	R	AN07B045	AN07B045			T2	xn	07B		acetylcholine	0.8772574919	73256337395773485	648518346478887120	5
AN	20018	19678	L	AN07B046	AN07B046			T2	it	07B		acetylcholine	0.9207699613	73537812439501150	648518346489573465	5
AN	100167	18720	L	AN07B046	AN07B046			T2	it	07B		acetylcholine	0.9020006564	73537812439534381	648518346489948211	5
AN	21368	21368	L	AN07B046	AN07B046			T2	xn	07B		acetylcholine	0.8721599979	73537812439521673	648518346518577750	5
AN	12876	12876	L	AN07B046	AN07B046			T2	xn	07B		acetylcholine	0.9297752172	73537812439486010	648518346518594902	5
AN	18720	18720	R	AN07B046	AN07B046			T2	it	07B		acetylcholine	0.9284581674	73256337395746689	648518346486442153	5
AN	19678	19678	R	AN07B046	AN07B046			T2	it	07B		acetylcholine	0.9161139366	73256337395734515	648518346495570511	5
AN	101218	12876	R	AN07B046	AN07B046		biological variability	T2	xn	07B		acetylcholine	0.8406223153	73256337395763103	648518346497317400	2
AN	21628	21368	R	AN07B046	AN07B046			T2	xn	07B		acetylcholine	0.8749890496	73185968651632054	648518346481540511	5
AN	17785	20312	R	AN07B049	AN07B049			T1	ut	07B		acetylcholine	0.6303463848	73185968651478305	648518346495072394	5
AN	20312	20312	R	AN07B049	AN07B049		difference in number	T1	ut	07B		acetylcholine	0.6673701699			0
AN	19590	19590	R	AN07B049	AN07B049			T1	nt	07B		acetylcholine	0.6367118807	73185968651450490	648518346511915455	4
AN	17631	19590	R	AN07B049	AN07B049			T1	nt	07B		acetylcholine	0.6516072866	73185968651462587	648518346479804404	5
AN	19581	19590	R	AN07B049	AN07B049			T1	nt	07B		acetylcholine	0.7101907088	73185968651480511	648518346471781019	5
AN	20632	20312	L	AN07B049	AN07B049			T1	ut	07B		acetylcholine	0.5902467789	73608181116642378	648518346494173175	5
AN	20442	20312	L	AN07B049	AN07B049			T1	ut	07B		acetylcholine	0.4860040293	73608181116674149	648518346476382838	5
AN	21324	19590	L	AN07B049	AN07B049			T1	nt	07B		acetylcholine	0.7600284631	73608181116686626	648518346517564484	4
AN	20478	19590	L	AN07B049	AN07B049		difference in number	T1	nt	07B		acetylcholine	0.6892342309			0
AN	22740	19590	L	AN07B049	AN07B049			T1	nt	07B		acetylcholine	0.7323998232	73608181116655766	648518346490171402	5
AN	15351	15351	R	AN07B050	AN07B050			T3	ht	07B		acetylcholine	0.9339148914	73185968651370527	648518346480880730	5
AN	18161	18161	R	AN07B050	AN07B050			T3	ht	07B		acetylcholine	0.9687215812	73185968651444868	648518346459858692	5
AN	20635	15351	L	AN07B050	AN07B050			T3	ht	07B		acetylcholine	0.9600341136	73608181116507314	648518346481613249	5
AN	21113	18161	L	AN07B050	AN07B050			T3	ht	07B		acetylcholine	0.9443598134	73608181049621297	648518346496274188	5
AN	19677	19677	R	AN07B051	AN07B051			T1	xn	07B	17287	acetylcholine	0.7639857745	73185968651509051	648518346494631223	5
AN	19370	19370	R	AN07B052	AN07B052			T1	xn	07B		acetylcholine	0.6602297158	73185968651527420	648518346489051370	5
AN	17858	17514	R	AN07B052	AN07B052			T1	xn	07B		acetylcholine	0.7218006638	73185968651551488	648518346499288670	5
AN	19782	15173	R	AN07B052	AN07B052			T1	xn	07B		acetylcholine	0.6247703753	73185968651511518	648518346486877411	5
AN	17514	17514	L	AN07B052	AN07B052			T1	xn	07B		acetylcholine	0.6808252564	73608181116738143	648518346517785960	5
AN	15173	15173	L	AN07B052	AN07B052			T1	xn	07B		acetylcholine	0.6602200491	73608181049871211	648518346495998027	5
AN	23543	19370	L	AN07B052	AN07B052			T1	xn	07B		acetylcholine	0.6460449691	73608181116642317	648518346517548836	5
AN	13683	13683	R	AN07B056	AN07B056			T3	ht	07B		acetylcholine	0.8995033312	73185968651504063	648518346512141759	5
AN	18072	18072	R	AN07B056	AN07B056			T3	ut	07B		acetylcholine	0.893705679	73185968584632212	648518346493312576	5
AN	19365	19365	R	AN07B056	AN07B056			T3	ht	07B		acetylcholine	0.9028346733	73185968651499300	648518346494251767	5
AN	19871	13683	L	AN07B056	AN07B056			T3	ht	07B		acetylcholine	0.8890191734	73537812372411268	648518346494440562	5
AN	22434	18072	L	AN07B056	AN07B056			T3	ut	07B		acetylcholine	0.910052519	73608181116507030	648518346490277147	5
AN	19841	19365	L	AN07B056	AN07B056			T3	ht	07B		acetylcholine	0.8587199602	73608181116436945	648518346491530938	5
AN	20578	19364	R	AN07B057	AN07B057			T2	xn	07B		acetylcholine	0.9339041221	73256337395801888	648518346481642399	5
AN	19364	19364	L	AN07B057	AN07B057			T2	xn	07B		acetylcholine	0.8916096754	73537812439465100	648518346493905144	5
AN	16833	16833	L	AN07B060	AN07B060			T2	xn	07B		acetylcholine	0.7732837422	73537812372497515	648518346492436607	5
AN	16440	16440	L	AN07B060	AN07B060			T2	xn	07B		acetylcholine	0.8102916536	73537812372571095	648518346497713142	5
AN	16595	16595	L	AN07B060	AN07B060			T2	xn	07B		acetylcholine	0.84257072	73537812372542286	648518346507396895	5
AN	21790	16833	R	AN07B060	AN07B060			T2	xn	07B		acetylcholine	0.7868759626	73185968584563712	648518346475516001	5
AN	21462	16595	R	AN07B060	AN07B060			T2	xn	07B		acetylcholine	0.8033447591	73185968651585631	648518346491826449	5
AN	21560	16440	R	AN07B060	AN07B060			T2	xn	07B		acetylcholine	0.8331940563	73256337395760667	648518346504212008	5
AN	19159	19159	L	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8692167045	73537812439493719	648518346484713475	5
AN	18612	17944	L	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8838003514	73537812439478117	648518346501340950	5
AN	21103	21103	L	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.7947676282	73537812439513988	648518346482329748	5
AN	21646	20359	L	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8568388954	73537812439496276	648518346466138416	5
AN	20359	20359	R	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8428562106	73185968651750648	648518346481617601	5
AN	17944	17944	R	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8800309548	73185968651844476	648518346496774445	5
AN	20544	19159	R	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8405667445	73185968718485697	648518346517432869	5
AN	21608	21103	R	AN07B062	AN07B062			T1	xn	07B		acetylcholine	0.8949343492	73185968651750983	648518346500403637	5
AN	22038	20597	L	AN07B063	AN07B063			T2	ut	07B		acetylcholine	0.8225762095	73608180982506237	648518346489479628	5
AN	20597	20597	R	AN07B063	AN07B063			T2	ut	07B		acetylcholine	0.8890298714	73256337395712249	648518346501082729	4
AN	19429	19429	R	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.8813322003	73185968651558234	648518346493921934	5
AN	14464	14464	R	AN07B069	AN07B069			T1	xn	07B		acetylcholine	0.7123914767	73185968651662422	648518346491561914	5
AN	21746	21746	R	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.8496697944	73185968651555984	648518346473969005	5
AN	22968	20229	R	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.635949805	73185968651658589	648518346481625247	5
AN	23206	22187	R	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.7157071023	73185968651627496	648518346490181896	5
AN	22560	22187	R	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.737493199	73185968651625112	648518346477904597	5
AN	20229	20229	L	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.6383060231	73608181116926488	648518346467401735	5
AN	22636	21746	L	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.7267154381	73608181116799327	648518346515357434	5
AN	20532	19429	L	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.8198164582	73608181183819937	648518346489441807	5
AN	23996	14464	L	AN07B069	AN07B069		difference in number	T1	xn	07B		acetylcholine	0.5527824815			0
AN	22187	22187	L	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.7516610811	73537812439567613	648518346511969392	5
AN	22533	22187	L	AN07B069	AN07B069			T1	nt	07B		acetylcholine	0.8009661682	73608181183723004	648518346487931860	5
AN	20543	20025	L	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.7412721187	73608181183733541	648518346489829727	5
AN	20954	20954	L	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.6889889445	73537812439550341	648518346495756706	5
AN	20959	20748	L	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.7244507575	73537812439511452	648518346480319654	5
AN	20025	20025	R	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.7096077488	73185968651750772	648518346493995787	5
AN	22160	20954	R	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.6542579384	73185968651684857	648518346495437750	5
AN	20748	20748	R	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.7421606537	73185968718485427	648518346496454263	5
AN	22324	20025	R	AN07B070	AN07B070			T1	xn	07B		acetylcholine	0.7679623987	73185968651675828	648518346491011501	5
AN	24156	22577	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9288087821	73185968718485467	648518346490498045	5
AN	23905	20418	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9032020168	73185968651494601	648518346486433193	5
AN	23828	22577	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9305028526	73185968651684838	648518346509785126	5
AN	26359	20418	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9445561296	73185968651560366	648518346486494157	5
AN	19143	19143	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.844120905	73185968651636250	648518346499539547	5
AN	22976	20418	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.927868236	73185968651632040	648518346493016860	5
AN	20012	20012	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.8846568786	73185968651750766	648518346531530522	5
AN	21020	20418	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.8513029582	73185968584632741	648518346489754199	4
AN	159203	20418	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.7569061042	73185968651567246	648518346492966684	5
AN	20205	18437	R	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9417016343	73185968651602601	648518346480015092	5
AN	24456	20418	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.8769828176	73608181116696716	648518346490132186	5
AN	18437	18437	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.935237528	73608181116567489	648518346488588169	5
AN	22577	22577	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9325382575	73608181183807726	648518346486086498	5
AN	27579	20418	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9504777551	73608181116735450	648518346506447906	5
AN	19248	19143	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.8351319374	73537812439593785	648518346500677811	5
AN	23166	20012	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.8786814027	73537812439579655	648518346470423038	5
AN	20418	20418	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.9365312856	73608181183840622	648518346498232084	5
AN	20820	20418	L	AN07B071	AN07B071			T1	nt	07B		acetylcholine	0.870330872	73537812439555100	648518346512167103	5
AN	25089	22955	R	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8522557619	73185968651319535	648518346500646616	5
AN	29701	24811	R	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.8863885313	73185968584750811	648518346479638501	5
AN	25233	22597	R	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8642444105	73185968651468786	648518346465967152	5
AN	25370	25370	R	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.9103628663	73185968651459553	648518346504107304	5
AN	22069	22069	R	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.9014525484	73185968584613431	648518346499539803	5
AN	23260	21409	R	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8169313727	73185968651444443	648518346493948017	5
AN	22098	20522	R	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8922018511	73185968651494613	648518346491929199	5
AN	24555	24555	R	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8699206211	73185968651511550	648518346488465742	5
AN	154372	20657	R	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.8618350727	73115599907307321	648518346494394759	5
AN	154109	24555	L	AN07B072	AN07B072		difference in number	T3	ut	07B		acetylcholine	0.767157671			0
AN	21409	21409	L	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8827697296	73608181116547740	648518346508959807	5
AN	24811	24811	L	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.7911134189	73608181049688476	648518346465888816	5
AN	24053	22069	L	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.8323471242	73608181049605913	648518346486055584	5
AN	29369	22069	L	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.8702688383	73608181049728473	648518346491173667	5
AN	20522	20522	L	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.8718299587	73608181116770509	648518346502007402	5
AN	22597	22597	L	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.873666305	73608181049728430	648518346477183176	5
AN	22955	22955	L	AN07B072	AN07B072			T3	ut	07B		acetylcholine	0.9119263055	73608181116550905	648518346479223506	5
AN	20657	20657	L	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.8912913078	73608181049660429	648518346477801180	5
AN	32948	25370	L	AN07B072	AN07B072			T3	ht	07B		acetylcholine	0.9152007267	73608181049685721	648518346475329716	5
AN	21637	21637	R	AN07B072	AN07B072			T1	ut	07B		acetylcholine	0.880646736	73185968651484987	648518346483147340	5
AN	22075	21637	R	AN07B072	AN07B072			T1	ut	07B		acetylcholine	0.8294422591	73185968651544148	648518346483111142	5
AN	27411	21637	L	AN07B072	AN07B072			T1	ut	07B		acetylcholine	0.864015122	73608181116596513	648518346486894489	5
AN	29035	21637	L	AN07B072	AN07B072			T1	ut	07B		acetylcholine	0.8102611342	73608181116645412	648518346481459045	5
AN	25422	21647	R	AN07B076	AN07B076			T3	ut	07B		acetylcholine	0.912508358	73185968584548893	648518346480919386	5
AN	20751	20751	R	AN07B076	AN07B076			T3	ut	07B		acetylcholine	0.9160459023	73185968584548900	648518346482427796	5
AN	35988	20751	L	AN07B076	AN07B076			T3	ut	07B		acetylcholine	0.8967612474	73608181049534553	648518346531527450	5
AN	21647	21647	L	AN07B076	AN07B076		match is not ascending	T3	ut	07B		acetylcholine	0.9074800026		648518346495583823	2
AN	22580	20874	R	AN07B078	AN07B078			T1	nt	07B		acetylcholine	0.8489154494	73185968651571913	648518346479804916	1
AN	25444	23313	R	AN07B078	AN07B078			T1	xn	07B		acetylcholine	0.8441533203	73185968651675832	648518346489701740	4
AN	20874	20874	L	AN07B078	AN07B078			T1	nt	07B		acetylcholine	0.883125454	73608181116751067	648518346506782242	4
AN	23313	23313	L	AN07B078	AN07B078			T1	xn	07B		acetylcholine	0.8604874642	73608181116694210	648518346491255073	1
AN	27034	27034	R	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.9228112761	73185968651494596	648518346496170086	5
AN	27654	27034	R	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8964694453	73185968651581162	648518346495936363	5
AN	21708	20858	R	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8129978818	73185968651642801	648518346480927744	5
AN	22330	20858	R	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.875588735	73185968651569592	648518346495756962	5
AN	23100	20858	R	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8949932655	73185968651711089	648518346504408812	5
AN	20015	20858	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8898469346	73608181116663606	648518346501617737	5
AN	22047	20858	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8554239609	73537812439581982	648518346495445430	5
AN	20858	20858	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8584552252	73537812439565190	648518346499529307	5
AN	21605	20858	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8759024032	73608181183748977	648518346472477746	5
AN	27907	27034	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8532570353	73608181183773466	648518346495071114	4
AN	26921	27034	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.932224215	73608181183654957	648518346479768549	5
AN	27952	27034	L	AN07B082	AN07B082			T1	nt	07B		acetylcholine	0.8574588855	73608181183728437	648518346481734303	5
AN	165870	25235	R	AN07B085	AN07B085			T3	ut	07B		acetylcholine	0.8838296347	73185968651509038	648518346477127440	5
AN	27023	26819	R	AN07B085	AN07B085			T3	ut	07B		acetylcholine	0.8199877991	73185968651518362	648518346489886491	5
AN	100644	21311	R	AN07B085	AN07B085			T3	ut	07B		acetylcholine	0.8603270376	73185968584538984	648518346491826961	5
AN	25235	25235	L	AN07B085	AN07B085			T3	ut	07B		acetylcholine	0.8453465593	73608181116554009	648518346511443765	5
AN	21311	21311	L	AN07B085	AN07B085			T3	ut	07B		acetylcholine	0.8806723692	73608181116777875	648518346500028227	5
AN	26819	26819	L	AN07B085	AN07B085			T3	ut	07B		acetylcholine	0.860066803	73608181116535786	648518346485921928	5
AN	27825	27825	L	AN07B088	AN07B088		matching problem	T1	fl	07B		acetylcholine	0.9528354523			0
AN	158242	24154	R	AN07B089	AN07B089			A1	xn	07B		acetylcholine	0.944838117	73256337328836181	648518346499268699	4
AN	158754	26387	R	AN07B089	AN07B089		difference in number	A1	ht	07B		acetylcholine	0.9152807716			0
AN	30064	24154	R	AN07B089	AN07B089			A1	xn	07B		acetylcholine	0.8788362135	73256337328764257	648518346510132518	4
AN	24154	24154	R	AN07B089	AN07B089		difference in number	A1	xn	07B		acetylcholine	0.9600336858			0
AN	16503	24154	R	AN07B089	AN07B089			A1	xn	07B		acetylcholine	0.9284838614	73256337328776563	648518346514355422	4
AN	26907	24154	R	AN07B089	AN07B089		difference in number	A1	xn	07B		acetylcholine	0.9397393725			0
AN	26387	26387	L	AN07B089	AN07B089			A1	ht	07B		acetylcholine	0.869107001	73537812305524813	648518346475530593	4
AN	25159	24154	L	AN07B089	AN07B089		difference in number	A1	xn	07B		acetylcholine	0.9530761174			0
AN	25366	24154	L	AN07B089	AN07B089			A1	xn	07B		acetylcholine	0.931136764	73537812372421111	648518346459716612	4
AN	26801	24154	L	AN07B089	AN07B089		difference in number	A1	xn	07B		acetylcholine	0.9436542228			0
AN	24525	24154	L	AN07B089	AN07B089		difference in number	A1	xn	07B		acetylcholine	0.9278129302			0
AN	27133	24154	L	AN07B089	AN07B089			A1	xn	07B		acetylcholine	0.9488277402	73537812372406322	648518346480935168	4
AN	26841	26841	R	AN07B091	AN07B091			T1	xn	07B		acetylcholine	0.9511822729	73185968651658583	648518346487852880	5
AN	159575	24997	R	AN07B091	AN07B091			T1	xn	07B		acetylcholine	0.8801651311	73185968718434064	648518346475840482	5
AN	24997	24997	R	AN07B091	AN07B091			T1	xn	07B		acetylcholine	0.9446482427	73185968718538300	648518346491841553	5
AN	30249	26841	L	AN07B091	AN07B091			T1	xn	07B		acetylcholine	0.9272830297	73608181116706806	648518346494657525	4
AN	25134	24997	L	AN07B091	AN07B091			T1	xn	07B		acetylcholine	0.9343410215	73608181116694168	648518346472477234	4
AN	28802	24997	L	AN07B091	AN07B091		difference in number	T1	xn	07B		acetylcholine	0.9456123325			0
AN	26257	26257	R	AN07B095	AN07B095			T1	nt	07B		unknown	0.9360833764	73185968651636249	648518346495562914	5
AN	26731	26257	L	AN07B095	AN07B095			T1	nt	07B		glutamate	0.5716593266	73608181116722482	648518346489023757	5
AN	28579	25737	R	AN07B097	AN07B097			T1	xn	07B		acetylcholine	0.9197052029	73185968651645139	648518346502863347	5
AN	25737	25737	L	AN07B097	AN07B097			T1	xn	07B		acetylcholine	0.9264267104	73608181116714534	648518346484835149	1
AN	28764	28764	R	AN07B100	AN07B100			A1	ut	07B		acetylcholine	0.9280462861	73256337328809788	648518346488509880	4
AN	34625	28764	L	AN07B100	AN07B100			A1	ut	07B		acetylcholine	0.8913860396	73537812372383725	648518346495078026	4
AN	28289	27753	R	AN07B101	AN07B101			T1	nt	07B		acetylcholine	0.9018269181	73256337395739576	648518346489641559	5
AN	27949	27753	R	AN07B101	AN07B101			T1	nt	07B		glutamate	0.4425071478	73185968651651966	648518346480929280	5
AN	25639	27753	L	AN07B101	AN07B101			T1	nt	07B		acetylcholine	0.7146193683	73608181116775395	648518346495196495	5
AN	27753	27753	L	AN07B101	AN07B101			T1	nt	07B		acetylcholine	0.8113853456	73608181116745862	648518346489870107	5
AN	10785	10785	L	AN08B005	AN08B005		match is not ascending	T3	xn	08B		acetylcholine	0.9521430666		648518346504957811	2
AN	11251	10785	R	AN08B005	AN08B005		match is not ascending	T3	xn	08B		acetylcholine	0.957414539		648518346484407591	2
AN	10954	10954	R	AN08B007	AN08B007			T3	ov	08B		glutamate	0.4956402118	73326706274241934	648518346499734085	5
AN	11227	10954	L	AN08B007	AN08B007			T3	ov	08B		glutamate	0.5999990182	73397075018432959	648518346466564462	5
AN	11246	11161	L	AN08B009	AN08B009			T3	xn	08B	10641	acetylcholine	0.9574371541	73397074951171533	648518346492896754	5
AN	11424	11161	L	AN08B009	AN08B009		difference in number	T3	xn	08B	10641	acetylcholine	0.9432884358			0
AN	10641	10641	R	AN08B009	AN08B009			T1	xn	08B	10641	acetylcholine	0.9356509477	73326706207028523	648518346498271642	5
AN	11084	10641	L	AN08B009	AN08B009			T1	xn	08B	10641	acetylcholine	0.9408765284	73397074951157895	648518346494440818	5
AN	11161	11161	R	AN08B009	AN08B009			T3	xn	08B	10641	acetylcholine	0.9537123009	73326706207080068	648518346495427254	5
AN	11269	11269	L	AN08B010	AN08B010			T3	xn	08B	11269	acetylcholine	0.8762854731	73397074951231900	648518346475433016	5
AN	11563	11563	L	AN08B010	AN08B010			T2	xn	08B	11269	acetylcholine	0.6588178146	73397074951373311	648518346495850315	5
AN	11702	11563	R	AN08B010	AN08B010			T2	xn	08B	11269	acetylcholine	0.7152840435	73326706207094231	648518346487696107	5
AN	11694	11269	R	AN08B010	AN08B010			T3	xn	08B	11269	acetylcholine	0.8689923594	73326706207106520	648518346524105221	5
AN	10879	10879	L	AN08B012	AN08B012			T3	xn	08B	10879	acetylcholine	0.6896637955	73397074951316787	648518346491744273	5
AN	11204	10879	R	AN08B012	AN08B012			T3	xn	08B	10879	acetylcholine	0.702214833	73256337529932588	648518346489954647	5
AN	13606	13606	L	AN08B012	AN08B012			T2	xn	08B	10879	acetylcholine	0.9680632604	73397074951412655	648518346497159297	5
AN	13987	13606	R	AN08B012	AN08B012			T2	xn	08B	10879	acetylcholine	0.9413247564	73326706274110142	648518346467401223	5
AN	11641	11641	L	AN08B013	AN08B013			T2	xn	08B		acetylcholine	0.9747996145	73467443695451602	648518346486723297	5
AN	12013	11641	R	AN08B013	AN08B013			T2	xn	08B		acetylcholine	0.9756563872	73326706206783247	648518346497660406	5
AN	11748	11748	L	AN08B014	AN08B014			T1	xl	08B		acetylcholine	0.918337786	73467443695134140	648518346486494624	5
AN	11838	11748	R	AN08B014	AN08B014			T1	xl	08B		acetylcholine	0.9229985822	73256337462940449	648518346470595582	5
AN	11701	11701	L	AN08B015	AN08B015			T3	hl	08B		acetylcholine	0.9356618567	73467443628259507	648518346511920063	5
AN	11999	11701	R	AN08B015	AN08B015			T3	hl	08B		acetylcholine	0.9545077998	73326706139971221	648518346500738972	5
AN	12681	11784	R	AN08B016	AN08B016			T3	hl	08B		gaba	0.6346339966	73326706274304986	648518346491527998	5
AN	11784	11784	L	AN08B016	AN08B016			T3	hl	08B		gaba	0.6457369698	73467443762761374	648518346477899989	5
AN	26271	11169	R	AN08B018	AN08B018			A2	xl	08B	10997	acetylcholine	0.706772172	73326706207153539	648518346506702370	5
AN	10997	10997	R	AN08B018	AN08B018			T3	mv	08B	10997	glutamate	0.373169373	73256337462947476	648518346494201991	5
AN	11364	11364	R	AN08B018	AN08B018			T1	xl	08B	10997	acetylcholine	0.7274333118	73326706207070565	648518346514133273	5
AN	12379	12379	R	AN08B018	AN08B018			A1	xl	08B	12379	acetylcholine	0.8283307171	73256337462915327	648518346502586791	5
AN	20157	12379	L	AN08B018	AN08B018			A1	xl	08B	12379	acetylcholine	0.8378676888	73467443695473932	648518346499530587	5
AN	11612	10997	L	AN08B018	AN08B018			T3	mv	08B	10997	glutamate	0.4570684457	73467443695632338	648518346499724869	5
AN	11692	11364	L	AN08B018	AN08B018			T1	xl	08B	10997	acetylcholine	0.7928290747	73467443762469013	648518346496702210	5
AN	11169	11169	L	AN08B018	AN08B018			A2	xl	08B	10997	acetylcholine	0.7637056232	73467443762527704	648518346501459811	5
AN	11804	11804	R	AN08B018	AN08B018			T3	xl	08B	12379	acetylcholine	0.7796949228	73256337529965437	648518346514235435	5
AN	12505	11804	L	AN08B018	AN08B018			T3	xl	08B	10997	acetylcholine	0.7966627953	73467443762687550	648518346517652772	5
AN	13016	12755	L	AN08B018	AN08B018			T1	xl	08B	12379	acetylcholine	0.8936749433	73467443695400300	648518346490569994	5
AN	13313	13313	L	AN08B018	AN08B018			T2	xl	08B	12379	acetylcholine	0.5954980759	73467443762667529	648518346479458002	5
AN	12755	12755	R	AN08B018	AN08B018			T1	xl	08B	12379	acetylcholine	0.879379161	73326706206970152	648518346517545770	5
AN	28942	13313	R	AN08B018	AN08B018			T2	xl	08B	12379	acetylcholine	0.7917960373	73256337529935079	648518346491983983	5
AN	12179	12179	R	AN08B020	AN08B020		male specific	T1	xn	08B		acetylcholine	0.9309215485			0
AN	12322	12179	L	AN08B020	AN08B020		male specific	T1	xn	08B		acetylcholine	0.9277092723			0
AN	12177	12177	L	AN08B022	AN08B022			T2	ml	08B	12177	acetylcholine	0.9809881345	73467443628245003	648518346493977120	5
AN	12663	12177	R	AN08B022	AN08B022			T2	ml	08B	12177	acetylcholine	0.982773167	73326706139834462	648518346489915991	5
AN	12441	12416	L	AN08B022	AN08B022			T3	hl	08B	12177	acetylcholine	0.9662007602	73467443628209541	648518346499962323	5
AN	12416	12416	R	AN08B022	AN08B022			T3	hl	08B	12177	acetylcholine	0.9637823562	73326706139890385	648518346472628939	5
AN	16086	14676	L	AN08B022	AN08B022			T1	fl	08B	12177	acetylcholine	0.9631979982	73467443695383489	648518346500916585	5
AN	14676	14676	R	AN08B022	AN08B022			T1	fl	08B	12177	acetylcholine	0.9630475388	73256337396045981	648518346491621544	5
AN	13296	12336	L	AN08B023	AN08B023			T2	xl	08B	12336	acetylcholine	0.9583466627	73467443628225428	648518346491646632	5
AN	12336	12336	R	AN08B023	AN08B023			T2	xl	08B	12336	acetylcholine	0.9503742249	73326706139922428	648518346498428498	5
AN	12370	12370	L	AN08B023	AN08B023			T3	hl	08B	12336	acetylcholine	0.9306982094	73467443628181914	648518346494092279	5
AN	13063	12370	R	AN08B023	AN08B023			T3	hl	08B	12336	acetylcholine	0.8926042557	73326706139907471	648518346517421605	5
