class	cell_id	supervoxel_id	root_id	group	side	type	soma_division	manc_match_id	manc_predicted_nt	dimorphic	figure	name_in_figure
IN	18728	72624875197722397	648518346511425666	648518346479221455	L	IN08A002	T2	10691	glutamate	no	stereotypy	leg premotor circuit
IN	18537	73821075330652842	648518346496548732	648518346479221455	R	IN08A002	T2	17188	glutamate	no	stereotypy	leg premotor circuit
IN	23606	74456454673126132	648518346482874854	648518346477007632	R	IN08A005	T3	10586	glutamate	no	stereotypy	leg premotor circuit
IN	14689	72693937869223539	648518346477007632	648518346477007632	L	IN08A005	T1	10653	glutamate	no	stereotypy	leg premotor circuit
IN	18688	72624875264990893	648518346483437132	648518346477007632	L	IN08A005	T2	10671	glutamate	no	stereotypy	leg premotor circuit
IN	14237	73678893995207059	648518346489321561	648518346477007632	R	IN08A005	T1	10672	glutamate	no	stereotypy	leg premotor circuit
IN	18609	73750775306113568	648518346494381589	648518346477007632	R	IN08A005	T2	10678	glutamate	no	stereotypy	leg premotor circuit
IN	24516	73049217563927823	648518346498210386	648518346477007632	L	IN08A005	T3	10803	glutamate	no	stereotypy	leg premotor circuit
IN	18958	73750912812070227	648518346494455784	648518346478252245	R	IN08A006	T2	100855	gaba	no	stereotypy	DNa02 circuit
IN	18905	72624943850273579	648518346496866684	648518346478252245	L	IN08A006	T2	10652	gaba	no	stereotypy	DNa02 circuit
IN	14277	73045575163330743	648518346481712321	648518346478252245	L	IN08A006	T1	10722	gaba	no	stereotypy	DNa02 circuit
IN	23835	72908411356261033	648518346496958772	648518346478252245	L	IN08A006	T3	10890	gaba	no	stereotypy	DNa02 circuit
IN	14363	73678962781729040	648518346478252245	648518346478252245	R	IN08A006	T1	11195	gaba	no	stereotypy	DNa02 circuit
IN	23074	74385948557037908	648518346494680040	648518346478252245	R	IN08A006	T3	11819	gaba	no	stereotypy	DNa02 circuit
IN	22707	74667354545802204	648518346497239212	648518346478922191	R	IN08A007	T3	11340	glutamate	no	stereotypy	leg premotor circuit
IN	18853	72273099458151009	648518346492812219	648518346478922191	L	IN08A007	T2	11367	glutamate	no	stereotypy	leg premotor circuit
IN	14273	72764099985166378	648518346518644054	648518346478922191	L	IN08A007	T1	11744	glutamate	no	stereotypy	leg premotor circuit
IN	18782	74243424362302499	648518346478922191	648518346478922191	R	IN08A007	T2	12028	glutamate	no	stereotypy	leg premotor circuit
IN	14356	73749331391765030	648518346507375481	648518346478922191	R	IN08A007	T1	12099	glutamate	no	stereotypy	leg premotor circuit
IN	14319	73116012425517748	648518346472700425	648518346472700425	L	IN08B001	T1	10089	acetylcholine	no	stereotypy	leg premotor circuit
IN	14483	73608662287345985	648518346487889730	648518346472700425	R	IN08B001	T1	10091	acetylcholine	no	stereotypy	leg premotor circuit
IN	17445	73609762738403784	648518346518606422	648518346475998690	R	IN08B004	T2	10538	acetylcholine	no	stereotypy	leg premotor circuit
IN	17588	72624668837988864	648518346475998690	648518346475998690	L	IN08B004	T2	10579	acetylcholine	no	stereotypy	leg premotor circuit
IN	22780	72837767868232514	648518346490554877	648518346490554877	L	IN08B076	T3	18511	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN08B076_f
IN	22064	74033692653524652	648518346500651443	648518346490554877	R	IN08B076	T3	21466	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN08B076_f
IN	14211	73045574961607432	648518346494824247	648518346472407755	L	IN09A002	T1	10342	gaba	no	stereotypy	leg premotor circuit
IN	22753	74456247709415162	648518346472407755	648518346472407755	R	IN09A002	T3	10380	gaba	no	stereotypy	leg premotor circuit
IN	23743	72697235598821136	648518346477746908	648518346472407755	L	IN09A002	T3	10403	gaba	no	stereotypy	leg premotor circuit
IN	14436	73819768452744114	648518346478528340	648518346472407755	R	IN09A002	T1	10445	gaba	no	stereotypy	leg premotor circuit
IN	18851	74243424294859924	648518346501052438	648518346472407755	R	IN09A002	T2	10630	gaba	no	stereotypy	leg premotor circuit
IN	18928	72343536451915689	648518346481163008	648518346472407755	L	IN09A002	T2	10810	gaba	no	stereotypy	leg premotor circuit
IN	18901	72343467866946768	648518346514376391	648518346479423195	L	IN09A003	T2	10786	gaba	no	stereotypy	leg premotor circuit
IN	22548	74456179056646492	648518346479423195	648518346479423195	R	IN09A003	T3	10801	gaba	no	stereotypy	leg premotor circuit
IN	14572	72834606168495417	648518346499888197	648518346479423195	L	IN09A003	T1	10983	gaba	no	stereotypy	leg premotor circuit
IN	14479	73960505940953828	648518346518309718	648518346479423195	R	IN09A003	T1	11196	gaba	no	stereotypy	leg premotor circuit
IN	22633	72837699081806316	648518346491231352	648518346491231352	L	IN09A004	T3	10051	gaba	no	stereotypy	leg premotor circuit
IN	17812	74243149417440003	648518346507309433	648518346491231352	R	IN09A004	T2	10979	gaba	no	stereotypy	leg premotor circuit
IN	18011	72272892964281527	648518346494261499	648518346491231352	L	IN09A004	T2	11471	gaba	no	stereotypy	leg premotor circuit
IN	18867	72273099189780466	648518346497081316	648518346481505217	L	IN09A009	T2	100491	glutamate	no	stereotypy	leg premotor circuit
IN	24570	72697441958603424	648518346481505217	648518346481505217	L	IN09A009	T3	11194	gaba	no	stereotypy	leg premotor circuit
IN	18698	74243355575793020	648518346492431545	648518346481505217	R	IN09A009	T2	11590	gaba	no	stereotypy	leg premotor circuit
IN	14719	72975412376200957	648518346490478346	648518346475474232	L	IN09A010	T1	10679	gaba	no	stereotypy	leg premotor circuit
IN	18942	72343536519371570	648518346475474232	648518346475474232	L	IN09A010	T2	11687	gaba	no	stereotypy	leg premotor circuit
IN	14758	74171681228473517	648518346492932784	648518346475474232	R	IN09A010	T1	11766	gaba	no	stereotypy	leg premotor circuit
IN	24736	72697441891407410	648518346506706722	648518346475474232	L	IN09A010	T3	12118	gaba	no	stereotypy	leg premotor circuit
IN	22263	74456041685096251	648518346479260367	648518346475474232	R	IN09A010	T3	13090	gaba	no	stereotypy	leg premotor circuit
IN	14937	73397693963433347	648518346503239803	648518346489217001	R	IN10B004	T1	10838	acetylcholine	no	stereotypy	leg premotor circuit
IN	15062	73116287840267809	648518346489217001	648518346489217001	L	IN10B004	T1	10946	acetylcholine	no	stereotypy	leg premotor circuit
IN	14297	73327119060860905	648518346496617852	648518346496617852	R	IN10B014	T1	12289	acetylcholine	no	stereotypy	leg premotor circuit
IN	15007	73327324883822201	648518346501179241	648518346496617852	L	IN10B014	T1	12543	acetylcholine	no	stereotypy	leg premotor circuit
IN	15771	74031699453044190	648518346492978608	648518346492978608	R	IN11A001	T1	10085	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN11A001_f
IN	16024	72554024410556657	648518346497682166	648518346492978608	L	IN11A001	T1	27642	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN11A001_f
IN	15897	72694761563108114	648518346481911711	648518346481911711	L	IN11A003	T1	12630	acetylcholine	no	stereotypy	leg premotor circuit
IN	15700	73820592750772770	648518346507446047	648518346481911711	R	IN11A003	T1	13093	acetylcholine	no	stereotypy	leg premotor circuit
IN	16053	72554024075162811	648518346486765956	648518346481911711	L	IN11A003	T1	14367	acetylcholine	no	stereotypy	leg premotor circuit
IN	15649	73750223939519897	648518346504996723	648518346481911711	R	IN11A003	T1	14875	acetylcholine	no	stereotypy	leg premotor circuit
IN	19450	73540079578366083	648518346507446303	648518346481911711	R	IN11A003	T2	15075	acetylcholine	no	stereotypy	leg premotor circuit
IN	16197	72554092794613940	648518346496594005	648518346488713997	L	IN11A007	T1	101683	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN11A007_f
IN	15624	73890961561984081	648518346488713997	648518346488713997	R	IN11A007	T1	16076	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN11A007_f
IN	19816	73118073204556773	648518346490089937	648518346490089937	L	IN11A035	T2	12323	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	IN11A035_f
IN	19447	73821554689379432	648518346499836995	648518346490089937	R	IN11A035	T2	31106	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	IN11A035_f
IN	16419	73891100477659041	648518346491813288	648518346487473834	R	IN12A001	T1	10276	acetylcholine	dimorphic in connectivity	stereotypy, dimorphic DN figure, DNa12	IN12A001_f
IN	16154	72483656538931201	648518346488251166	648518346487473834	L	IN12A001	T1	11244	acetylcholine	dimorphic in connectivity	stereotypy, dimorphic DN figure, DNa12	IN12A001_f
IN	21453	72837011551437974	648518346487473834	648518346487473834	L	IN12A001	T2	11594	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12A001_f
IN	20907	73751668390607972	648518346507422585	648518346487473834	R	IN12A001	T2	12111	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12A001_f
IN	19836	72836599972810278	648518346479386843	648518346479386843	L	IN12A002	T2	11322	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNp13	IN12A002
IN	20850	73681299713571159	648518346480034726	648518346479386843	R	IN12A002	T2	11814	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNp13	IN12A002
IN	16131	72483656404674867	648518346493947761	648518346493947761	L	IN12A008	T1	11514	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12A008_f
IN	16336	73820731464890418	648518346500807324	648518346493947761	R	IN12A008	T1	11593	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12A008_f
IN	22779	74104403719994964	648518346503590561	648518346501071382	R	IN12A010	A1	11674	acetylcholine	dimorphic in connectivity	dimorphic AN figure	IN12A010_f
IN	23293	73189747819882767	648518346501071382	648518346501071382	L	IN12A010	A1	12047	acetylcholine	dimorphic in connectivity	dimorphic AN figure	IN12A010_f
IN	17594	72835775137552088	648518346486928865	648518346484249895	L	IN12B002	T1	10025	gaba	dimorphic in connectivity	dimorphic AN figure	IN12B002_f
IN	17636	73328356414083717	648518346485566995	648518346484249895	R	IN12B002	T1	10070	gaba	dimorphic in connectivity	dimorphic AN figure	IN12B002_f
IN	19770	73118074815519363	648518346495942032	648518346484249895	L	IN12B002	T2	10136	gaba	dimorphic in connectivity	dimorphic AN figure	IN12B002_f
IN	20489	73470124694190680	648518346506863650	648518346484249895	R	IN12B002	T2	10141	gaba	dimorphic in connectivity	dimorphic AN figure	IN12B002_f
IN	24466	73612166645078212	648518346484249895	648518346484249895	L	IN12B002	T3	10367	gaba	dimorphic in connectivity	dimorphic AN figure	IN12B002_f
IN	24187	73823272944935032	648518346487729322	648518346484249895	R	IN12B002	T3	10379	gaba	dimorphic in connectivity	dimorphic AN figure	IN12B002_f
IN	20533	73540493438582555	648518346484731907	648518346484731907	R	IN12B005	T2	10253	gaba	no	stereotypy	leg premotor circuit
IN	20333	72977474631644468	648518346488887565	648518346484731907	L	IN12B005	T2	10735	gaba	no	stereotypy	leg premotor circuit
IN	17603	72835775271893566	648518346496344893	648518346484731907	L	IN12B005	T1	11858	gaba	no	stereotypy	leg premotor circuit
IN	17206	73609762805595030	648518346502051434	648518346484731907	R	IN12B005	T1	11983	gaba	no	stereotypy	leg premotor circuit
IN	20031	73188512144694972	648518346478898772	648518346478898772	L	IN12B013	T2	11750	gaba	no	stereotypy	leg premotor circuit
IN	19963	73258880955624487	648518346504380652	648518346478898772	R	IN12B013	T2	11778	gaba	no	stereotypy	leg premotor circuit
IN	17954	73469162621952827	648518346494500231	648518346478898772	R	IN12B013	T1	12066	gaba	no	stereotypy	leg premotor circuit
IN	17436	72976443906726337	648518346493119296	648518346478898772	L	IN12B013	T1	12150	gaba	no	stereotypy	leg premotor circuit
IN	17371	72835706418375063	648518346490283016	648518346490283016	L	IN12B014	T1	11577	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B014_f
IN	16791	73539325408981718	648518346496881532	648518346490283016	R	IN12B014	T1	12343	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B014_f
IN	23430	73752766828610623	648518346487529642	648518346475849442	R	IN12B018	T3	10495	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B018_f
IN	16697	72976375187276114	648518346490434652	648518346475849442	L	IN12B018	T1	12542	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B018_f
IN	16975	73539325274864262	648518346486576049	648518346475849442	R	IN12B018	T1	12862	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B018_f
IN	20073	73329249096080196	648518346489666143	648518346475849442	R	IN12B018	T2	13120	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B018_f
IN	20063	72977406046429017	648518346494905738	648518346475849442	L	IN12B018	T2	13211	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B018_f
IN	23041	73471154345568587	648518346475849442	648518346475849442	L	IN12B018	T3	13349	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN12B018_f
IN	17407	73398656505894708	648518346517586756	648518346488108055	R	IN12B040	T1	152755	glutamate	no	stereotypy	leg premotor circuit
IN	23550	73541660528948787	648518346489678681	648518346488108055	L	IN12B040	T3	16165	gaba	no	stereotypy	leg premotor circuit
IN	23523	73682398017297608	648518346491496766	648518346488108055	R	IN12B040	T3	23076	glutamate	no	stereotypy	leg premotor circuit
IN	20159	73188580796901314	648518346488108055	648518346488108055	L	IN12B040	T2	29239	gaba	no	stereotypy	leg premotor circuit
IN	17374	72835706351057802	648518346490904099	648518346488108055	L	IN12B040	T1	42106483966	glutamate	no	stereotypy	leg premotor circuit
IN	24471	74245485678114108	648518346476885008	648518346476885008	R	IN13A001	T3	10153	gaba	no	stereotypy	leg premotor circuit
IN	19289	73610381549214838	648518346501808234	648518346476885008	R	IN13A001	T2	10186	gaba	no	stereotypy	leg premotor circuit
IN	14785	73819838178620879	648518346483079845	648518346476885008	R	IN13A001	T1	10235	gaba	no	stereotypy	leg premotor circuit
IN	20028	72555193715520426	648518346498580017	648518346476885008	L	IN13A001	T2	10640	gaba	no	stereotypy	leg premotor circuit
IN	24877	73330760924535363	648518346483111358	648518346476885008	L	IN13A001	T3	11323	gaba	no	stereotypy	leg premotor circuit
IN	14798	72693938003405517	648518346484661507	648518346476885008	L	IN13A001	T1	162539	gaba	no	stereotypy	leg premotor circuit
IN	19491	73891993964933189	648518346517355332	648518346479614683	R	IN13A006	T2	10824	gaba	no	stereotypy	leg premotor circuit
IN	24923	74456660361791772	648518346500315829	648518346479614683	R	IN13A006	T3	10940	gaba	no	stereotypy	leg premotor circuit
IN	14775	73960575868200312	648518346483398220	648518346479614683	R	IN13A006	T1	11152	gaba	no	stereotypy	leg premotor circuit
IN	25447	73190160875106690	648518346479614683	648518346479614683	L	IN13A006	T3	11271	gaba	no	stereotypy	leg premotor circuit
IN	19086	72625081490566765	648518346488932073	648518346479614683	L	IN13A006	T2	11610	gaba	no	stereotypy	leg premotor circuit
IN	14598	72834606705149089	648518346489565548	648518346479614683	L	IN13A006	T1	11640	gaba	no	stereotypy	leg premotor circuit
IN	14915	73890275709548020	648518346502652839	648518346479241660	R	IN13A009	T1	10230	glutamate	no	stereotypy	leg premotor circuit
IN	24957	74175185519298518	648518346486644220	648518346479241660	R	IN13A009	T3	10565	gaba	no	stereotypy	leg premotor circuit
IN	19221	73751050318134835	648518346496978092	648518346479241660	R	IN13A009	T2	11240	gaba	no	stereotypy	leg premotor circuit
IN	15011	72834744278472685	648518346500132614	648518346479241660	L	IN13A009	T1	11435	glutamate	no	stereotypy	leg premotor circuit
IN	20358	72484893623759316	648518346500658357	648518346479241660	L	IN13A009	T2	13578	glutamate	no	stereotypy	leg premotor circuit
IN	25578	73119792131115760	648518346479241660	648518346479241660	L	IN13A009	T3	170932	gaba	no	stereotypy	leg premotor circuit
IN	25342	74316060379396722	648518346517465124	648518346488710840	R	IN13A010	T3	10888	gaba	no	stereotypy	leg premotor circuit
IN	15098	72553338088287296	648518346488710840	648518346488710840	L	IN13A010	T1	12026	gaba	no	stereotypy	leg premotor circuit
IN	14810	73890206922834871	648518346499567451	648518346488710840	R	IN13A010	T1	18137	gaba	no	stereotypy	leg premotor circuit
IN	25302	73119723478717691	648518346514218777	648518346488710840	L	IN13A010	T3	25210	glutamate	no	stereotypy	leg premotor circuit
IN	14994	72623638045931462	648518346501484899	648518346498563633	L	IN13A011	T1	10889	gaba	dimorphic in connectivity	stereotypy, dimorphic DN figure, DNa12	IN13A011_f
IN	14999	73960644520806729	648518346498563633	648518346498563633	R	IN13A011	T1	162586	gaba	dimorphic in connectivity	stereotypy, dimorphic DN figure, DNa12	IN13A011_f
IN	19116	72554712746290216	648518346519008735	648518346474616770	L	IN13A014	T2	11103	gaba	no	stereotypy	leg premotor circuit
IN	24822	74386291684597052	648518346487355539	648518346474616770	R	IN13A014	T3	11277	gaba	no	stereotypy	leg premotor circuit
IN	25794	73119860850452643	648518346474616770	648518346474616770	L	IN13A014	T3	11501	gaba	no	stereotypy	leg premotor circuit
IN	19937	74032937544515460	648518346484634701	648518346474616770	R	IN13A014	T2	11538	gaba	no	stereotypy	leg premotor circuit
IN	15128	72412600465802124	648518346490196954	648518346474616770	L	IN13A014	T1	11780	gaba	no	stereotypy	leg premotor circuit
IN	14967	74031013331836242	648518346507449887	648518346474616770	R	IN13A014	T1	12790	gaba	no	stereotypy	leg premotor circuit
IN	24965	74245622915793546	648518346491909137	648518346486980833	R	IN13A015	T3	12373	gaba	no	stereotypy	leg premotor circuit
IN	100768	73821487781788751	648518346486980833	648518346486980833	R	IN13A015	T2	12741	gaba	no	stereotypy	leg premotor circuit
IN	14926	72905112955553931	648518346487847147	648518346486980833	L	IN13A015	T1	13310	gaba	no	stereotypy	leg premotor circuit
IN	14941	74031013264879524	648518346492366380	648518346486980833	R	IN13A015	T1	15715	gaba	no	stereotypy	leg premotor circuit
IN	19241	73962156483576748	648518346515626314	648518346477206728	R	IN13A020	T2	100904	gaba	no	stereotypy	leg premotor circuit
IN	20066	72414456092998054	648518346504812166	648518346477206728	L	IN13A020	T2	13335	gaba	no	stereotypy	leg premotor circuit
IN	19255	72484481373948235	648518346489694815	648518346477206728	L	IN13A020	T2	13659	gaba	no	stereotypy	leg premotor circuit
IN	19183	73891787739319964	648518346498423024	648518346477206728	R	IN13A020	T2	13789	gaba	no	stereotypy	leg premotor circuit
IN	14602	72764237960984090	648518346486939545	648518346477206728	L	IN13A020	T1	13850	gaba	no	stereotypy	leg premotor circuit
IN	24769	74245554196323644	648518346483957167	648518346477206728	R	IN13A020	T3	14232	gaba	no	stereotypy	leg premotor circuit
IN	25811	73119860783346083	648518346487817296	648518346477206728	L	IN13A020	T3	14333	gaba	no	stereotypy	leg premotor circuit
IN	14693	73679100623236211	648518346477206728	648518346477206728	R	IN13A020	T1	16744	gaba	no	stereotypy	leg premotor circuit
IN	19682	72484687532368979	648518346486963708	648518346485898692	L	IN13A021	T2	14450	gaba	no	stereotypy	leg premotor circuit
IN	14764	72834675491916834	648518346490517084	648518346485898692	L	IN13A021	T1	14838	gaba	no	stereotypy	leg premotor circuit
IN	20110	74103306288786397	648518346498422768	648518346485898692	R	IN13A021	T2	15519	gaba	no	stereotypy	leg premotor circuit
IN	14956	73679169409865273	648518346488772686	648518346485898692	R	IN13A021	T1	15810	gaba	no	stereotypy	leg premotor circuit
IN	25163	74386360404127433	648518346485898692	648518346485898692	R	IN13A021	T3	16108	gaba	no	stereotypy	leg premotor circuit
IN	24537	74315923007593762	648518346520466486	648518346480509142	R	IN13A042	T3	15775	gaba	no	stereotypy	leg premotor circuit
IN	14969	72553269234724825	648518346480509142	648518346480509142	L	IN13A042	T1	17709	gaba	no	stereotypy	leg premotor circuit
IN	25973	73049560758692689	648518346482952489	648518346480509142	L	IN13A042	T3	19803	gaba	no	stereotypy	leg premotor circuit
IN	14712	74030944344299566	648518346496223178	648518346480509142	R	IN13A042	T1	19825	gaba	no	stereotypy	leg premotor circuit
IN	20036	72414456025878425	648518346492074540	648518346480509142	L	IN13A042	T2	20366	gaba	no	stereotypy	leg premotor circuit
IN	19155	73891787806329063	648518346487962910	648518346480509142	R	IN13A042	T2	21233	gaba	no	stereotypy	leg premotor circuit
IN	18720	73328562908042587	648518346512116014	648518346472733899	L	IN13B001	T2	10116	gaba	no	stereotypy	DNa02 circuit
IN	19177	72625150276961840	648518346515957066	648518346472733899	R	IN13B001	T2	10227	gaba	no	stereotypy	DNa02 circuit
IN	22940	73611892505436296	648518346497417601	648518346472733899	L	IN13B001	T3	10229	gaba	no	stereotypy	DNa02 circuit
IN	24030	73612098529526360	648518346472733899	648518346472733899	R	IN13B001	T3	10265	gaba	no	stereotypy	DNa02 circuit
IN	15206	73186863078521572	648518346483038117	648518346472733899	L	IN13B001	T1	10268	gaba	no	stereotypy	DNa02 circuit
IN	15176	73257094316718211	648518346480818177	648518346472733899	R	IN13B001	T1	10320	gaba	no	stereotypy	DNa02 circuit
IN	15262	73257369261699105	648518346497880310	648518346483487140	R	IN13B006	T1	10124	glutamate	no	stereotypy	leg premotor circuit
IN	23646	73963873530874464	648518346497185304	648518346483487140	L	IN13B006	T3	10425	gaba	no	stereotypy	leg premotor circuit
IN	23294	73541592480550682	648518346500682165	648518346483487140	R	IN13B006	T3	10486	gaba	no	stereotypy	leg premotor circuit
IN	18413	72835912778111753	648518346483487140	648518346483487140	R	IN13B006	T2	10705	gaba	no	stereotypy	leg premotor circuit
IN	18618	73469300329306231	648518346492029740	648518346483487140	L	IN13B006	T2	10738	gaba	no	stereotypy	leg premotor circuit
IN	14875	73327325487572774	648518346489995863	648518346483487140	L	IN13B006	T1	12044	gaba	no	stereotypy	leg premotor circuit
IN	15220	73257231822669652	648518346472727049	648518346472727049	R	IN13B012	T1	101684	gaba	no	stereotypy	leg premotor circuit
IN	23866	74034310927561575	648518346482126484	648518346472727049	L	IN13B012	T3	11235	gaba	no	stereotypy	leg premotor circuit
IN	18675	72835981497408150	648518346486547149	648518346472727049	R	IN13B012	T2	11950	gaba	no	stereotypy	leg premotor circuit
IN	18981	73610175323663900	648518346494337000	648518346472727049	L	IN13B012	T2	11967	gaba	no	stereotypy	leg premotor circuit
IN	15143	73045988016951387	648518346487050905	648518346472727049	L	IN13B012	T1	12738	gaba	no	stereotypy	leg premotor circuit
IN	23883	73752836084950064	648518346502557766	648518346472727049	R	IN13B012	T3	13210	gaba	no	stereotypy	leg premotor circuit
IN	24832	73893710743571472	648518346493388864	648518346481726141	L	IN13B018	T3	13167	gaba	no	stereotypy	leg premotor circuit
IN	18601	73117456474163955	648518346481726141	648518346481726141	L	IN13B018	T2	13504	gaba	no	stereotypy	leg premotor circuit
IN	18391	72976650400453013	648518346517719400	648518346481726141	R	IN13B018	T2	15368	gaba	no	stereotypy	leg premotor circuit
IN	14887	73327325487805177	648518346491055651	648518346481726141	L	IN13B018	T1	15728	glutamate	no	stereotypy	leg premotor circuit
IN	15230	73186931731035820	648518346495149194	648518346481726141	R	IN13B018	T1	24327	glutamate	no	stereotypy	leg premotor circuit
IN	23725	73612029743079094	648518346483989533	648518346477909399	L	IN14A004	T3	10852	glutamate	no	stereotypy	leg premotor circuit
IN	18448	73047019010219434	648518346483121228	648518346477909399	L	IN14A004	T2	11309	glutamate	no	stereotypy	leg premotor circuit
IN	17670	73187619059861226	648518346480488763	648518346477909399	R	IN14A004	T2	12176	glutamate	no	stereotypy	leg premotor circuit
IN	14663	73538362933701971	648518346477909399	648518346477909399	R	IN14A004	T1	12285	glutamate	no	stereotypy	leg premotor circuit
IN	23164	73682329968823255	648518346495165578	648518346477909399	R	IN14A004	T3	12812	glutamate	no	stereotypy	leg premotor circuit
IN	15105	73045919230394966	648518346480193509	648518346477909399	L	IN14A004	T1	13068	glutamate	no	stereotypy	leg premotor circuit
IN	14919	73045850443796449	648518346496696365	648518346486100616	L	IN14A008	T1	10739	glutamate	no	stereotypy	leg premotor circuit
IN	25491	73049423454015625	648518346500867177	648518346486100616	R	IN14A008	T3	12550	glutamate	no	stereotypy	leg premotor circuit
IN	18304	73328494054307839	648518346486100616	648518346486100616	R	IN14A008	T2	13286	glutamate	no	stereotypy	leg premotor circuit
IN	14721	73467994189483406	648518346489885199	648518346486100616	R	IN14A008	T1	13364	glutamate	no	stereotypy	leg premotor circuit
IN	18014	73469162823178279	648518346501361037	648518346483868565	R	IN14B001	T2	10398	gaba	no	stereotypy	leg premotor circuit
IN	17825	72765406460738716	648518346483868565	648518346483868565	L	IN14B001	T2	10575	gaba	no	stereotypy	leg premotor circuit
IN	23847	72978780167603504	648518346486071934	648518346483700885	L	IN14B005	T3	11147	glutamate	no	stereotypy	leg premotor circuit
IN	23844	74386154581191717	648518346502144073	648518346483700885	R	IN14B005	T3	11449	glutamate	no	stereotypy	leg premotor circuit
IN	14308	73256750316585633	648518346512410158	648518346483700885	L	IN14B005	T1	12515	glutamate	no	stereotypy	leg premotor circuit
IN	14315	73608593970425863	648518346483700885	648518346483700885	R	IN14B005	T1	12724	glutamate	no	stereotypy	leg premotor circuit
IN	23206	72908274051098033	648518346515868922	648518346486930145	L	IN14B006	T3	12007	gaba	no	stereotypy	leg premotor circuit
IN	22968	74245211202862217	648518346486930145	648518346486930145	R	IN14B006	T3	12193	gaba	no	stereotypy	leg premotor circuit
IN	14883	73116218986708127	648518346490040026	648518346481677983	L	IN14B007	T1	11822	gaba	no	stereotypy	DNa02 circuit
IN	14942	73468062707556835	648518346494780554	648518346481677983	R	IN14B007	T1	11904	gaba	no	stereotypy	DNa02 circuit
IN	18536	72695175021176143	648518346481677983	648518346481677983	L	IN14B007	T2	12845	gaba	no	stereotypy	DNa02 circuit
IN	18543	73609968896830280	648518346496068157	648518346481677983	R	IN14B007	T2	12935	gaba	no	stereotypy	DNa02 circuit
IN	14257	73467787628391349	648518346506811426	648518346495840418	R	IN16B014	T1	10659	glutamate	no	stereotypy	leg premotor circuit
IN	14643	73256887621560322	648518346495840418	648518346495840418	L	IN16B014	T1	10834	glutamate	no	stereotypy	leg premotor circuit
IN	24236	74386223166510070	648518346479987173	648518346479987173	R	IN16B018	T3	10497	gaba	no	stereotypy	leg premotor circuit
IN	18885	73680475348362161	648518346481313423	648518346479987173	R	IN16B018	T2	10580	gaba	no	stereotypy	leg premotor circuit
IN	18961	72554643892568188	648518346504285736	648518346479987173	L	IN16B018	T2	10756	gaba	no	stereotypy	leg premotor circuit
IN	14681	73749468965055014	648518346517536554	648518346479987173	R	IN16B018	T1	11472	gaba	no	stereotypy	leg premotor circuit
IN	14807	72764306546446412	648518346514329131	648518346479987173	L	IN16B018	T1	22970	glutamate	no	stereotypy	leg premotor circuit
IN	14399	72764168637734825	648518346515441991	648518346483416908	L	IN16B020	T1	10060	glutamate	no	stereotypy	leg premotor circuit
IN	14143	73819562495521500	648518346495021227	648518346483416908	R	IN16B020	T1	11158	glutamate	no	stereotypy	leg premotor circuit
IN	24308	72838111398639479	648518346512953246	648518346483416908	L	IN16B020	T3	11444	glutamate	no	stereotypy	leg premotor circuit
IN	22496	74596916746422815	648518346496140349	648518346483416908	R	IN16B020	T3	11536	glutamate	no	stereotypy	leg premotor circuit
IN	18082	72272893433958487	648518346483416908	648518346483416908	L	IN16B020	T2	11846	glutamate	no	stereotypy	leg premotor circuit
IN	19005	74313861959944015	648518346486095998	648518346483416908	R	IN16B020	T2	14424	glutamate	no	stereotypy	leg premotor circuit
IN	14313	73678962848779549	648518346486140002	648518346486140002	R	IN16B041	T1	14245	glutamate	no	stereotypy	leg premotor circuit
IN	14776	72834675357590858	648518346489023210	648518346486140002	L	IN16B041	T1	16894	glutamate	no	stereotypy	leg premotor circuit
IN	18896	72413836476847407	648518346507391007	648518346480103412	L	IN17A007	T2	10570	acetylcholine	no	stereotypy	leg premotor circuit
IN	19024	74313861759124145	648518346480103412	648518346480103412	R	IN17A007	T2	10578	acetylcholine	no	stereotypy	leg premotor circuit
